subject	A1	A2	B1	B2	C1	C2	DMA1	DMA2	DMB1	DMB2	DPA11	DPA12	DPA21	DPA22	DPB11	DPB12	DQB11	DQB12	DRA1	DRA2	DRB11	DRB12	DRB31	DRB32	E1	E2	F1	F2	HFE1	HFE2	K1	K2	DPB21	DPB22	W1	W2	J1	J2	L1	L2	DOB1	DOB2	DOA1	DOA2	DQA11	DQA12	DRB41	DRB42	H1	H2	DRB51	DRB52	R1	R2	V1	V2	Y1	Y2	G1	G2	T1	T2	U1	U2	S1	S2	DQB21	DQB22	DQA21	DQA22	DRB71	DRB72	N1	N2	P1	P2
SRR7367769	977.0	977.0	6848.0	6848.0	2142.0	2142.0	5822.0	5822.0	3758.0	3758.0	26854.0	26854.0			1185.0	1185.0	2864.0	2864.0	27326.0	27326.0	9867.0	9867.0	2.0	2.0	53035.0	53035.0	11347.0	11347.0	244.0	244.0	15.0	15.0	10.0	10.0	18.0	18.0	9.0	9.0	41.0	41.0	432.0	432.0	303.0	303.0	2924.0	2924.0					9.0	9.0							6.0	6.0																
SRR7367771	36622.0	36622.0	10199.0	10199.0	7902.0	7902.0	2860.0	2860.0	1878.0	1878.0	8865.0	8865.0	1.0	1.0	2759.0	2759.0	4862.0	4862.0	14195.0	14195.0	3537.0	3537.0	3.0	3.0	62978.0	62978.0	17824.0	17824.0	366.0	366.0	14.0	14.0	4.0	4.0	32.0	32.0	58.0	58.0	12.0	12.0	569.0	569.0	242.0	242.0	3034.0	3034.0			34.0	34.0	2.0	2.0			5.0	5.0			10.0	10.0									1.0	1.0						
SRR7367779	40227.0	40227.0	35781.0	35781.0	85732.0	85732.0	3564.0	3564.0	2055.0	2055.0	11447.0	11447.0	2.0	2.0	6353.0	6353.0	1995.0	1995.0	14690.0	14690.0	1591.0	1591.0	88.0	88.0	64629.0	64629.0	16417.0	16417.0	355.0	355.0	25.0	25.0	11.0	11.0	9.0	9.0	70.0	70.0	37.0	37.0	851.0	851.0	335.0	335.0	2446.0	2446.0	43.0	43.0							4.0	4.0			13.0	13.0					1.0	1.0			3.0	3.0						
SRR7367786	36747.0	36747.0	21243.0	21243.0	87001.0	87001.0	2436.0	2436.0	1818.0	1818.0	11106.0	11106.0	3.0	3.0	5211.0	5211.0	1.0	1.0	15856.0	15856.0	432.0	432.0	4.0	4.0	76755.0	76755.0	12250.0	12250.0	184.0	184.0	10.0	10.0	10.0	10.0	33.0	33.0	46.0	46.0	16.0	16.0	343.0	343.0	157.0	157.0	4.0	4.0	7.0	7.0							1.0	1.0	1.0	1.0	6.0	6.0							1.0	1.0								
SRR7367787	26433.0	26433.0	94068.0	94068.0	119046.0	119046.0	4045.0	4045.0	3016.0	3016.0	16866.0	16866.0	1.0	1.0	8649.0	8649.0	4450.0	4450.0	36767.0	36767.0	8949.0	8949.0	1.0	1.0	47205.0	47205.0	11870.0	11870.0	442.0	442.0	12.0	12.0	1.0	1.0	7.0	7.0	48.0	48.0	25.0	25.0	1043.0	1043.0	379.0	379.0	3059.0	3059.0	1.0	1.0	1.0	1.0	6812.0	6812.0			1.0	1.0			2.0	2.0																
SRR7367791	54801.0	54801.0	216789.0	216789.0	180718.0	180718.0	2719.0	2719.0	1346.0	1346.0	5729.0	5729.0			2190.0	2190.0	1643.0	1643.0	11045.0	11045.0	405.0	405.0	2.0	2.0	112330.0	112330.0	23487.0	23487.0	392.0	392.0			7.0	7.0	30.0	30.0	17.0	17.0	9.0	9.0	239.0	239.0	65.0	65.0	874.0	874.0	23.0	23.0																												
SRR7367796	93202.0	93202.0	184510.0	184510.0	169949.0	169949.0	2230.0	2230.0	1285.0	1285.0	5693.0	5693.0	1.0	1.0	3830.0	3830.0	2713.0	2713.0	12641.0	12641.0	4122.0	4122.0	2.0	2.0	123165.0	123165.0	21650.0	21650.0	322.0	322.0	92.0	92.0	12.0	12.0	15.0	15.0	42.0	42.0	11.0	11.0	898.0	898.0	276.0	276.0	1758.0	1758.0	34.0	34.0	30.0	30.0	3287.0	3287.0			6.0	6.0			9.0	9.0			2.0	2.0	1.0	1.0										
SRR7367814	31931.0	31931.0	29700.0	29700.0	5718.0	5718.0	3537.0	3537.0	3026.0	3026.0	12932.0	12932.0			10293.0	10293.0			17908.0	17908.0	553.0	553.0	4.0	4.0	60581.0	60581.0	14474.0	14474.0	357.0	357.0	19.0	19.0	2.0	2.0	16.0	16.0	89.0	89.0	35.0	35.0	221.0	221.0	91.0	91.0	3.0	3.0	37.0	37.0	1.0	1.0					4.0	4.0			23.0	23.0																
SRR7367819	40468.0	40468.0	105347.0	105347.0	171306.0	171306.0	4262.0	4262.0	2816.0	2816.0	17857.0	17857.0	1.0	1.0	6863.0	6863.0	4432.0	4432.0	32808.0	32808.0	9751.0	9751.0	4.0	4.0	63051.0	63051.0	14037.0	14037.0	394.0	394.0	7.0	7.0	9.0	9.0	20.0	20.0	57.0	57.0	18.0	18.0	800.0	800.0	196.0	196.0	2394.0	2394.0	40.0	40.0	7.0	7.0	8476.0	8476.0							4.0	4.0									2.0	2.0						
SRR7367829	72627.0	72627.0	36083.0	36083.0	89366.0	89366.0	4090.0	4090.0	2887.0	2887.0	13683.0	13683.0	1.0	1.0	10494.0	10494.0	3.0	3.0	21750.0	21750.0	569.0	569.0	6.0	6.0	81362.0	81362.0	18020.0	18020.0	348.0	348.0	1.0	1.0	13.0	13.0	18.0	18.0	75.0	75.0	23.0	23.0	625.0	625.0	149.0	149.0	7.0	7.0	32.0	32.0	4.0	4.0					5.0	5.0			17.0	17.0																
SRR7367832	15598.0	15598.0	48451.0	48451.0	117393.0	117393.0	4172.0	4172.0	2402.0	2402.0	10946.0	10946.0			5309.0	5309.0	2.0	2.0	15158.0	15158.0	21.0	21.0			69725.0	69725.0	17741.0	17741.0	136.0	136.0	18.0	18.0	18.0	18.0	1.0	1.0	22.0	22.0	3.0	3.0	1067.0	1067.0	300.0	300.0	14.0	14.0	47.0	47.0			5.0	5.0					75.0	75.0	2.0	2.0							3.0	3.0								
SRR7367866	75613.0	75613.0	9810.0	9810.0	71024.0	71024.0	2649.0	2649.0	1773.0	1773.0	7080.0	7080.0			1999.0	1999.0	4114.0	4114.0	14961.0	14961.0	3502.0	3502.0	73.0	73.0	63483.0	63483.0	19528.0	19528.0	378.0	378.0	50.0	50.0	4.0	4.0	28.0	28.0	65.0	65.0	12.0	12.0	435.0	435.0	155.0	155.0	2611.0	2611.0			43.0	43.0					1.0	1.0			4.0	4.0			2.0	2.0	1.0	1.0										
SRR7367868	27853.0	27853.0	31620.0	31620.0	92849.0	92849.0	3073.0	3073.0	2307.0	2307.0	11888.0	11888.0			5155.0	5155.0	1.0	1.0	19434.0	19434.0	2619.0	2619.0	8.0	8.0	70426.0	70426.0	13127.0	13127.0	265.0	265.0	37.0	37.0	7.0	7.0	22.0	22.0	28.0	28.0	13.0	13.0	504.0	504.0	95.0	95.0	2.0	2.0			64.0	64.0			1.0	1.0			81.0	81.0	7.0	7.0					1.0	1.0	1.0	1.0	1.0	1.0						
SRR7367872	64977.0	64977.0	27172.0	27172.0	6401.0	6401.0	1084.0	1084.0	725.0	725.0	2627.0	2627.0			1235.0	1235.0	5.0	5.0	4426.0	4426.0	525.0	525.0	1.0	1.0	66564.0	66564.0	13046.0	13046.0	332.0	332.0	39.0	39.0	2.0	2.0	14.0	14.0	35.0	35.0	14.0	14.0	146.0	146.0	37.0	37.0	3.0	3.0	16.0	16.0	6.0	6.0	8.0	8.0					61.0	61.0	2.0	2.0																
SRR7367875	52803.0	52803.0	14700.0	14700.0	76741.0	76741.0	5840.0	5840.0	4530.0	4530.0	18821.0	18821.0			2657.0	2657.0	3579.0	3579.0	27029.0	27029.0	4868.0	4868.0			61136.0	61136.0	16880.0	16880.0	210.0	210.0	97.0	97.0	7.0	7.0	2.0	2.0	36.0	36.0	18.0	18.0	642.0	642.0	111.0	111.0	3394.0	3394.0	52.0	52.0	4.0	4.0	3.0	3.0			4.0	4.0	74.0	74.0	12.0	12.0			2.0	2.0												
SRR7367876	704.0	704.0	103740.0	103740.0	127758.0	127758.0	2129.0	2129.0	1316.0	1316.0	7344.0	7344.0	1.0	1.0	4682.0	4682.0	2980.0	2980.0	9379.0	9379.0	7029.0	7029.0	2.0	2.0	104315.0	104315.0	16719.0	16719.0	366.0	366.0	23.0	23.0	3.0	3.0	10.0	10.0	30.0	30.0	7.0	7.0	372.0	372.0	142.0	142.0	2305.0	2305.0			1.0	1.0	5655.0	5655.0			4.0	4.0			22.0	22.0	1.0	1.0														
SRR7367879	36858.0	36858.0	28902.0	28902.0	91322.0	91322.0	2291.0	2291.0	1637.0	1637.0	8812.0	8812.0	1.0	1.0	4108.0	4108.0	1438.0	1438.0	13867.0	13867.0	2481.0	2481.0	1.0	1.0	66208.0	66208.0	12985.0	12985.0	197.0	197.0	2.0	2.0	8.0	8.0	31.0	31.0	31.0	31.0	11.0	11.0	233.0	233.0	137.0	137.0	1362.0	1362.0			6.0	6.0	1.0	1.0			1.0	1.0			1.0	1.0																
SRR7367881	17426.0	17426.0	35947.0	35947.0	11196.0	11196.0	1776.0	1776.0	1054.0	1054.0	5380.0	5380.0			2613.0	2613.0	2.0	2.0	8497.0	8497.0	1707.0	1707.0			66947.0	66947.0	15997.0	15997.0	397.0	397.0	51.0	51.0	6.0	6.0	5.0	5.0	43.0	43.0	1.0	1.0	1043.0	1043.0	203.0	203.0	165.0	165.0			52.0	52.0			4.0	4.0	9.0	9.0	101.0	101.0	16.0	16.0									1.0	1.0						
SRR7367882	1556.0	1556.0	28420.0	28420.0	5796.0	5796.0	4050.0	4050.0	3895.0	3895.0	13852.0	13852.0	4.0	4.0	5687.0	5687.0	1.0	1.0	20423.0	20423.0	15.0	15.0	1.0	1.0	66111.0	66111.0	12064.0	12064.0	248.0	248.0	39.0	39.0	10.0	10.0	19.0	19.0	54.0	54.0	18.0	18.0	701.0	701.0	352.0	352.0	8.0	8.0	57.0	57.0			1.0	1.0			12.0	12.0			6.0	6.0																
SRR7367883	43912.0	43912.0	45204.0	45204.0	73395.0	73395.0	3627.0	3627.0	2205.0	2205.0	13416.0	13416.0			9225.0	9225.0	3903.0	3903.0	15625.0	15625.0	5216.0	5216.0			58990.0	58990.0	16383.0	16383.0	152.0	152.0	12.0	12.0	17.0	17.0	31.0	31.0	89.0	89.0	32.0	32.0	571.0	571.0	134.0	134.0	4106.0	4106.0			4.0	4.0					6.0	6.0			4.0	4.0																
SRR7367885	483.0	483.0	17320.0	17320.0	10864.0	10864.0	6251.0	6251.0	4492.0	4492.0	16922.0	16922.0			6534.0	6534.0	3.0	3.0	28526.0	28526.0	4833.0	4833.0	14.0	14.0	87800.0	87800.0	13442.0	13442.0	274.0	274.0	23.0	23.0	17.0	17.0	12.0	12.0	51.0	51.0	21.0	21.0	764.0	764.0	335.0	335.0	6.0	6.0			3.0	3.0	8.0	8.0			3.0	3.0			6.0	6.0									2.0	2.0			2.0	2.0		
SRR7367887	16968.0	16968.0	132232.0	132232.0	13237.0	13237.0	2396.0	2396.0	1353.0	1353.0	8188.0	8188.0			1504.0	1504.0	10.0	10.0	10755.0	10755.0	3069.0	3069.0	3.0	3.0	80390.0	80390.0	17277.0	17277.0	243.0	243.0	46.0	46.0	18.0	18.0	4.0	4.0	33.0	33.0	7.0	7.0	545.0	545.0	222.0	222.0	300.0	300.0			4.0	4.0			2.0	2.0			106.0	106.0	8.0	8.0																
SRR7367891	21492.0	21492.0	93335.0	93335.0	79753.0	79753.0	2908.0	2908.0	1823.0	1823.0	9168.0	9168.0			2076.0	2076.0	3713.0	3713.0	17333.0	17333.0	1649.0	1649.0	100.0	100.0	72937.0	72937.0	15040.0	15040.0	280.0	280.0	10.0	10.0	4.0	4.0	14.0	14.0	32.0	32.0	13.0	13.0	201.0	201.0	129.0	129.0	2013.0	2013.0			6.0	6.0	1.0	1.0			4.0	4.0	1.0	1.0																		
SRR7367893	30734.0	30734.0	11302.0	11302.0	9317.0	9317.0	4307.0	4307.0	2350.0	2350.0	17010.0	17010.0	1.0	1.0	7644.0	7644.0	5045.0	5045.0	24439.0	24439.0	13341.0	13341.0	10.0	10.0	79566.0	79566.0	15802.0	15802.0	323.0	323.0	12.0	12.0	5.0	5.0	18.0	18.0	58.0	58.0	20.0	20.0	531.0	531.0	239.0	239.0	2401.0	2401.0			8.0	8.0	9546.0	9546.0					1.0	1.0	5.0	5.0																
SRR7367901	13196.0	13196.0	19016.0	19016.0	8750.0	8750.0	3506.0	3506.0	2718.0	2718.0	15253.0	15253.0			8660.0	8660.0	3.0	3.0	22238.0	22238.0	756.0	756.0	9.0	9.0	64289.0	64289.0	13217.0	13217.0	158.0	158.0	46.0	46.0	8.0	8.0	2.0	2.0	40.0	40.0	2.0	2.0	448.0	448.0	261.0	261.0	9.0	9.0	33.0	33.0	36.0	36.0							62.0	62.0	6.0	6.0																
SRR7367903	342.0	342.0	82079.0	82079.0	7916.0	7916.0	3337.0	3337.0	2282.0	2282.0	10640.0	10640.0	2.0	2.0	2119.0	2119.0	7752.0	7752.0	18313.0	18313.0	7978.0	7978.0	107.0	107.0	65961.0	65961.0	14374.0	14374.0	457.0	457.0	46.0	46.0	6.0	6.0	15.0	15.0	68.0	68.0	37.0	37.0	959.0	959.0	283.0	283.0	4936.0	4936.0			2.0	2.0	7171.0	7171.0			12.0	12.0			29.0	29.0																
SRR7367904	388.0	388.0	102145.0	102145.0	89353.0	89353.0	5139.0	5139.0	4155.0	4155.0	20410.0	20410.0	2.0	2.0	15869.0	15869.0	6166.0	6166.0	42620.0	42620.0	11025.0	11025.0	8.0	8.0	64524.0	64524.0	17375.0	17375.0	407.0	407.0	49.0	49.0	14.0	14.0	9.0	9.0	70.0	70.0	58.0	58.0	548.0	548.0	441.0	441.0	3089.0	3089.0	2.0	2.0	5.0	5.0	9043.0	9043.0			11.0	11.0	1.0	1.0	16.0	16.0																
SRR7367912	30649.0	30649.0	12860.0	12860.0	6735.0	6735.0	5351.0	5351.0	3730.0	3730.0	12635.0	12635.0			7295.0	7295.0	20.0	20.0	34165.0	34165.0	3529.0	3529.0	4.0	4.0	64374.0	64374.0	13009.0	13009.0	386.0	386.0	21.0	21.0	14.0	14.0	32.0	32.0	41.0	41.0	50.0	50.0	1448.0	1448.0	348.0	348.0	701.0	701.0			1.0	1.0	2.0	2.0			5.0	5.0			22.0	22.0																
SRR7367918	42649.0	42649.0	12227.0	12227.0	101518.0	101518.0	3916.0	3916.0	2677.0	2677.0	11195.0	11195.0			8018.0	8018.0	3931.0	3931.0	25929.0	25929.0	9663.0	9663.0	3.0	3.0	85395.0	85395.0	17888.0	17888.0	367.0	367.0	14.0	14.0	12.0	12.0	15.0	15.0	51.0	51.0	2.0	2.0	481.0	481.0	134.0	134.0	2079.0	2079.0			2.0	2.0	6210.0	6210.0							5.0	5.0																
SRR7367923	70124.0	70124.0	9543.0	9543.0	86993.0	86993.0	2790.0	2790.0	1895.0	1895.0	11689.0	11689.0			8062.0	8062.0	6861.0	6861.0	13299.0	13299.0	14327.0	14327.0	3.0	3.0	79101.0	79101.0	11821.0	11821.0	185.0	185.0	73.0	73.0	15.0	15.0	20.0	20.0	48.0	48.0	11.0	11.0	824.0	824.0	219.0	219.0	4417.0	4417.0			27.0	27.0	11642.0	11642.0			7.0	7.0			2.0	2.0			2.0	2.0	1.0	1.0	1.0	1.0								
SRR7367927	98631.0	98631.0	99969.0	99969.0	95703.0	95703.0	4198.0	4198.0	2926.0	2926.0	20327.0	20327.0			6570.0	6570.0	5490.0	5490.0	21418.0	21418.0	10955.0	10955.0	5.0	5.0	61650.0	61650.0	16090.0	16090.0	303.0	303.0	91.0	91.0	27.0	27.0	23.0	23.0	73.0	73.0	26.0	26.0	1536.0	1536.0	496.0	496.0	3404.0	3404.0	34.0	34.0	7.0	7.0	8595.0	8595.0			4.0	4.0	109.0	109.0	11.0	11.0			1.0	1.0					1.0	1.0						
SRR7367936	45625.0	45625.0	27200.0	27200.0	173.0	173.0	3847.0	3847.0	2628.0	2628.0	12908.0	12908.0			766.0	766.0	6.0	6.0	16607.0	16607.0	562.0	562.0	3.0	3.0	58512.0	58512.0	13495.0	13495.0	349.0	349.0	114.0	114.0	3.0	3.0	6.0	6.0	29.0	29.0	4.0	4.0	373.0	373.0	268.0	268.0	6.0	6.0	26.0	26.0	58.0	58.0	5.0	5.0			4.0	4.0	63.0	63.0	13.0	13.0																
SRR7367948	5725.0	5725.0	12215.0	12215.0	12045.0	12045.0	4569.0	4569.0	2764.0	2764.0	10090.0	10090.0			4490.0	4490.0	4442.0	4442.0	16973.0	16973.0	8740.0	8740.0	1.0	1.0	51747.0	51747.0	12455.0	12455.0	199.0	199.0	45.0	45.0	9.0	9.0	22.0	22.0	24.0	24.0	35.0	35.0	150.0	150.0	69.0	69.0	1581.0	1581.0	20.0	20.0	37.0	37.0	7256.0	7256.0	1.0	1.0			72.0	72.0	3.0	3.0																
SRR7367950	30752.0	30752.0	8921.0	8921.0	11617.0	11617.0	3665.0	3665.0	1765.0	1765.0	10163.0	10163.0	1.0	1.0	5728.0	5728.0	4.0	4.0	11982.0	11982.0	1720.0	1720.0	4.0	4.0	64468.0	64468.0	17154.0	17154.0	500.0	500.0	63.0	63.0	16.0	16.0	13.0	13.0	22.0	22.0	3.0	3.0	1333.0	1333.0	265.0	265.0	7.0	7.0	65.0	65.0	71.0	71.0			2.0	2.0	1.0	1.0	217.0	217.0	21.0	21.0																
SRR7367976	14850.0	14850.0	8638.0	8638.0	73294.0	73294.0	3172.0	3172.0	1912.0	1912.0	8430.0	8430.0	1.0	1.0	4952.0	4952.0			10668.0	10668.0	1766.0	1766.0	2.0	2.0	67723.0	67723.0	11434.0	11434.0	163.0	163.0	37.0	37.0	7.0	7.0	1.0	1.0	28.0	28.0	4.0	4.0	406.0	406.0	165.0	165.0	3.0	3.0	14.0	14.0	28.0	28.0							49.0	49.0	2.0	2.0															1.0	1.0
SRR7367982	49193.0	49193.0	114970.0	114970.0	99895.0	99895.0	5674.0	5674.0	3585.0	3585.0	21072.0	21072.0	2.0	2.0	13908.0	13908.0	9829.0	9829.0	36130.0	36130.0	15680.0	15680.0	2.0	2.0	74734.0	74734.0	20381.0	20381.0	357.0	357.0	51.0	51.0	16.0	16.0	6.0	6.0	54.0	54.0	16.0	16.0	736.0	736.0	428.0	428.0	6487.0	6487.0			1.0	1.0	8856.0	8856.0			7.0	7.0	104.0	104.0	7.0	7.0																
SRR7367995	97872.0	97872.0	96526.0	96526.0	99497.0	99497.0	4837.0	4837.0	2958.0	2958.0	17408.0	17408.0	1.0	1.0	4788.0	4788.0	5169.0	5169.0	35852.0	35852.0	12986.0	12986.0	9.0	9.0	68975.0	68975.0	19459.0	19459.0	337.0	337.0	153.0	153.0	5.0	5.0	3.0	3.0	47.0	47.0	19.0	19.0	787.0	787.0	113.0	113.0	2496.0	2496.0			35.0	35.0	8929.0	8929.0			4.0	4.0			11.0	11.0	1.0	1.0														
SRR7367996	29760.0	29760.0	30282.0	30282.0	109683.0	109683.0	1820.0	1820.0	857.0	857.0	5861.0	5861.0			2248.0	2248.0	2.0	2.0	7368.0	7368.0	278.0	278.0	4.0	4.0	89574.0	89574.0	13391.0	13391.0	400.0	400.0	12.0	12.0			60.0	60.0	39.0	39.0	20.0	20.0	274.0	274.0	131.0	131.0	4.0	4.0	8.0	8.0	4.0	4.0	2.0	2.0							2.0	2.0																
SRR7368009	73994.0	73994.0	3693.0	3693.0	91601.0	91601.0	2802.0	2802.0	1996.0	1996.0	10147.0	10147.0			2630.0	2630.0	6467.0	6467.0	15679.0	15679.0	9734.0	9734.0	6.0	6.0	89581.0	89581.0	14084.0	14084.0	442.0	442.0	91.0	91.0	12.0	12.0	24.0	24.0	43.0	43.0	9.0	9.0	474.0	474.0	147.0	147.0	3072.0	3072.0			33.0	33.0	7714.0	7714.0			2.0	2.0			12.0	12.0			5.0	5.0					1.0	1.0						
SRR7368010	55976.0	55976.0	164295.0	164295.0	85168.0	85168.0	3951.0	3951.0	2866.0	2866.0	11819.0	11819.0	1.0	1.0	7729.0	7729.0	7085.0	7085.0	28611.0	28611.0	13996.0	13996.0	4.0	4.0	62743.0	62743.0	16641.0	16641.0	730.0	730.0	159.0	159.0	8.0	8.0	23.0	23.0	65.0	65.0	43.0	43.0	901.0	901.0	336.0	336.0	3401.0	3401.0			56.0	56.0	12406.0	12406.0			12.0	12.0			13.0	13.0			1.0	1.0	1.0	1.0										
SRR7368015	39775.0	39775.0	60743.0	60743.0	186016.0	186016.0	5285.0	5285.0	3689.0	3689.0	14765.0	14765.0	1.0	1.0	5126.0	5126.0	20.0	20.0	28671.0	28671.0	650.0	650.0	8.0	8.0	73691.0	73691.0	15912.0	15912.0	308.0	308.0	11.0	11.0	16.0	16.0	12.0	12.0	52.0	52.0	37.0	37.0	1139.0	1139.0	392.0	392.0	20.0	20.0	55.0	55.0	1.0	1.0	11.0	11.0			10.0	10.0			2.0	2.0							2.0	2.0								
SRR7368019	25584.0	25584.0	21113.0	21113.0	78896.0	78896.0	5796.0	5796.0	4237.0	4237.0	18681.0	18681.0	3.0	3.0	13039.0	13039.0	5.0	5.0	30780.0	30780.0	826.0	826.0	9.0	9.0	73991.0	73991.0	15174.0	15174.0	649.0	649.0	30.0	30.0	28.0	28.0	41.0	41.0	61.0	61.0	58.0	58.0	1253.0	1253.0	458.0	458.0	11.0	11.0	30.0	30.0	8.0	8.0	1.0	1.0			2.0	2.0			11.0	11.0																
SRR7368023	37303.0	37303.0	103858.0	103858.0	81325.0	81325.0	9016.0	9016.0	7090.0	7090.0	31058.0	31058.0	4.0	4.0	21671.0	21671.0	10568.0	10568.0	71287.0	71287.0	21195.0	21195.0	12.0	12.0	55664.0	55664.0	15811.0	15811.0	444.0	444.0	14.0	14.0	81.0	81.0	26.0	26.0	62.0	62.0	81.0	81.0	2279.0	2279.0	603.0	603.0	6349.0	6349.0	1.0	1.0	2.0	2.0	13462.0	13462.0			3.0	3.0			6.0	6.0																
SRR7368027	26800.0	26800.0	31084.0	31084.0	75133.0	75133.0	4154.0	4154.0	3322.0	3322.0	15334.0	15334.0			11374.0	11374.0	4.0	4.0	22561.0	22561.0	620.0	620.0	4.0	4.0	65326.0	65326.0	15716.0	15716.0	578.0	578.0	11.0	11.0	17.0	17.0	61.0	61.0	59.0	59.0	32.0	32.0	316.0	316.0	93.0	93.0	9.0	9.0	24.0	24.0	8.0	8.0	8.0	8.0			5.0	5.0			7.0	7.0																
SRR7368028	17285.0	17285.0	87739.0	87739.0	69941.0	69941.0	4141.0	4141.0	2432.0	2432.0	11002.0	11002.0			1543.0	1543.0	7.0	7.0	14566.0	14566.0	4104.0	4104.0	13.0	13.0	61847.0	61847.0	11621.0	11621.0	327.0	327.0	62.0	62.0	7.0	7.0	12.0	12.0	39.0	39.0	9.0	9.0	467.0	467.0	199.0	199.0	8.0	8.0			3.0	3.0	3.0	3.0			4.0	4.0	175.0	175.0	5.0	5.0					1.0	1.0										
SRR7368030	14199.0	14199.0	112792.0	112792.0	7148.0	7148.0	3089.0	3089.0	1807.0	1807.0	9827.0	9827.0			3106.0	3106.0			9835.0	9835.0	12.0	12.0			60713.0	60713.0	13567.0	13567.0	291.0	291.0	61.0	61.0	4.0	4.0	9.0	9.0	38.0	38.0	17.0	17.0	597.0	597.0	315.0	315.0	12.0	12.0	33.0	33.0	42.0	42.0	1.0	1.0			2.0	2.0	67.0	67.0	24.0	24.0									1.0	1.0						
SRR7368040	405.0	405.0	8252.0	8252.0	88338.0	88338.0	4204.0	4204.0	2027.0	2027.0	11539.0	11539.0			5944.0	5944.0	4027.0	4027.0	19801.0	19801.0	3674.0	3674.0	1.0	1.0	55129.0	55129.0	11921.0	11921.0	438.0	438.0	44.0	44.0	8.0	8.0	11.0	11.0	54.0	54.0	32.0	32.0	827.0	827.0	191.0	191.0	3706.0	3706.0					7.0	7.0			4.0	4.0			7.0	7.0																
SRR7368042	52264.0	52264.0	23721.0	23721.0	26200.0	26200.0	3609.0	3609.0	2212.0	2212.0	11255.0	11255.0	1.0	1.0	4427.0	4427.0	3922.0	3922.0	15596.0	15596.0	7754.0	7754.0	5.0	5.0	81169.0	81169.0	16101.0	16101.0	549.0	549.0	11.0	11.0	12.0	12.0	48.0	48.0	74.0	74.0	30.0	30.0	498.0	498.0	191.0	191.0	1851.0	1851.0			12.0	12.0	5930.0	5930.0			3.0	3.0			11.0	11.0																
SRR7368043	23527.0	23527.0	23254.0	23254.0	49752.0	49752.0	4729.0	4729.0	3125.0	3125.0	14968.0	14968.0	2.0	2.0	3893.0	3893.0	5806.0	5806.0	23950.0	23950.0	2912.0	2912.0	9.0	9.0	40708.0	40708.0	9876.0	9876.0	307.0	307.0	38.0	38.0	9.0	9.0	4.0	4.0	50.0	50.0	19.0	19.0	522.0	522.0	119.0	119.0	2860.0	2860.0			60.0	60.0			1.0	1.0			62.0	62.0	3.0	3.0									2.0	2.0						
SRR7368044	68518.0	68518.0	118787.0	118787.0	16628.0	16628.0	2425.0	2425.0	1096.0	1096.0	5423.0	5423.0			1745.0	1745.0	1456.0	1456.0	10420.0	10420.0	1062.0	1062.0	4.0	4.0	107936.0	107936.0	15926.0	15926.0	240.0	240.0	10.0	10.0	3.0	3.0	30.0	30.0	44.0	44.0	5.0	5.0	772.0	772.0	162.0	162.0	1141.0	1141.0	18.0	18.0	2.0	2.0							98.0	98.0	5.0	5.0																
